audio_path,label
scripts/435/hermes-cca%2F2021-03-03%2Fe41a046a-f609-49d1-83c0-06aac3d425fc%2F84f87aa1-58f4-4407-a472-99e78f6b48b5.flac,confirm
scripts/435/hermes-cca%2F2021-03-03%2F451e1f83-c6ee-4cd5-b5bf-76d97a0190ef%2F13d0934f-9596-46f5-88c6-cec59040e74d.flac,confirm
scripts/435/hermes-cca%2F2021-03-03%2Fbea24f14-19c3-4d34-b249-cd19526112a9%2F9abbe106-0080-4415-9691-98448c4036fe.flac,silent
scripts/435/hermes-cca%2F2021-03-03%2Ff2d27519-4bdd-4bda-a0ed-f6c2866e3211%2F8d32ff46-948f-4ba1-9141-a9373440dfc3.flac,silent
scripts/435/hermes-cca%2F2021-03-03%2Fc4726166-54d4-4445-aaab-ab56fa51221b%2Fc48348ac-e534-4266-bfeb-8d2effdd4fa8.flac,confirm
scripts/435/hermes-cca%2F2021-03-03%2F7219fb65-e505-48ba-8a4a-1b550c15677f%2Ffd79c7b4-271e-400f-bb69-05dd542e2687.flac,other
scripts/435/hermes-cca%2F2021-03-03%2Fa8308c0b-5391-4dba-8df0-3afe185bd0e8%2Fe773f93d-7741-4ec1-abd4-7b5dd7044fc6.flac,confirm
scripts/435/hermes-cca%2F2021-03-03%2Fb64234ee-76de-4fc9-a203-146809ae46ca%2F45cdfe09-d38a-4243-bbc4-f76c60f07946.flac,other
scripts/435/hermes-cca%2F2021-03-03%2F941f60c8-c219-4e90-8a5f-eef17b351c7d%2F96105248-cf05-4094-a543-3cd9a24e077c.flac,confirm
scripts/435/hermes-cca%2F2021-03-03%2Fd5eda215-b05c-42fc-9dfc-6a917c486b7a%2Fbf1d4b74-4d61-414f-a1e0-ef5466066f5c.flac,confirm
scripts/435/hermes-cca%2F2021-03-03%2F855b6ead-4d03-4889-b5b2-8a4765412c06%2Fca91a7ca-f8d1-494e-a225-b29012c6ddd9.flac,other
scripts/435/hermes-cca%2F2021-03-03%2F26824042-772f-426d-b69b-70a052845223%2Fceb37a82-5ebe-48e0-8b6a-484d55d8abc8.flac,other
scripts/435/hermes-cca%2F2021-03-03%2Faecc1726-7a2d-48fd-974a-68de725eddc7%2Fe510c140-ab10-43d4-9e28-286aeb2fffa1.flac,other
scripts/435/hermes-cca%2F2021-03-03%2F45320b31-64e4-4145-ae0d-b2c4862d9d21%2F8733b67e-b61a-46fe-bf9f-b38bae1e9bf0.flac,confirm
scripts/435/hermes-cca%2F2021-03-03%2F56f615c5-1d13-429b-8cb7-68d1212da812%2Fc2a0f648-b8cc-44a3-8756-42a35b37c187.flac,other
scripts/435/hermes-cca%2F2021-03-03%2F8541481b-7421-4e1c-8444-e58435d009f4%2Fd339327b-059b-4aad-aac4-383c549ca1fe.flac,other
scripts/435/hermes-cca%2F2021-03-03%2Fc2b0e662-8be9-4a38-891d-4348c199aeb8%2F93457d1d-0a8c-4abe-9d4d-b41bd512be6a.flac,confirm
scripts/435/hermes-cca%2F2021-03-03%2F48f14e17-cbf0-4a45-920d-946b95d257cd%2F52e60021-69c5-48c7-92de-157eb272ab9f.flac,silent
scripts/435/hermes-cca%2F2021-03-03%2Ff07dd65b-cad0-4ff1-a7c3-90c98165cd46%2F03c84cef-9a81-4a30-ae6f-31e3f8b90cbf.flac,other
scripts/435/hermes-cca%2F2021-03-03%2F6074d376-a48a-4787-b571-f43d58bda7ca%2Fca0f7697-4131-413b-a466-8dc70a3c3bbf.flac,silent
scripts/435/hermes-cca%2F2021-03-03%2F055c857b-7ade-4419-ba3c-499bea234120%2F4d0cab8c-6a13-41eb-859c-5dae7ae84ed9.flac,other
scripts/435/hermes-cca%2F2021-03-03%2F86d06bc8-ab20-473e-aa58-ab13cb3c1379%2Fa53602aa-bfbb-4efb-91e1-01856ed0b28d.flac,cancel
scripts/435/hermes-cca%2F2021-03-03%2Fdf50cbc4-d3a1-45b6-bf2d-16573efa3565%2F5ab96240-ff21-42dd-a126-7ad27ff0ae03.flac,silent
scripts/435/hermes-cca%2F2021-03-03%2F7219fb65-e505-48ba-8a4a-1b550c15677f%2F3ba4ec5f-8b6d-41df-ae4b-537cb4020e71.flac,silent
scripts/435/hermes-cca%2F2021-03-03%2Ff53847e5-5311-4073-996a-4702d9aae652%2Fa27f40e3-b091-4ca8-a631-ff3453d95322.flac,confirm
scripts/435/hermes-cca%2F2021-03-03%2F147251af-4c42-4e6f-ac4c-5b2e5affaf07%2F8433eaea-e7fc-4317-857b-a430c34fb1bc.flac,cancel
scripts/435/hermes-cca%2F2021-03-03%2F5ca96b38-7d64-4fc4-bc32-d941d578292d%2F03b9712b-8859-46e2-a399-7728ccf151c9.flac,other
scripts/435/hermes-cca%2F2021-03-03%2F9fefeda5-6f7f-4705-a98e-2c2501f2ad14%2F60f52efd-3f6d-4fef-a2cb-1bf5fc7d808c.flac,cancel
scripts/435/hermes-cca%2F2021-03-03%2F8d5fcee1-e5e4-4431-b406-217045295ba8%2Fd0474d31-884e-4933-a9f2-acb78c8a674a.flac,other
scripts/435/hermes-cca%2F2021-03-03%2F7d3e1a2c-2360-46c4-80a8-6228a9311613%2F3ee052a6-0e5b-4e8c-8fc6-6fe36bfd2463.flac,confirm
scripts/435/hermes-cca%2F2021-03-03%2F54bd618c-b154-4b57-a951-f208cd1c524c%2F9bd3150f-a060-40bd-b044-05e0a0043fd8.flac,other
scripts/435/hermes-cca%2F2021-03-03%2F32d11aea-aefd-4838-ab16-62e616b3018b%2Fc9cf454c-e19f-4248-a46c-dd9ace92e61e.flac,silent
scripts/435/hermes-cca%2F2021-03-03%2F97ac9f17-4df8-46b5-8dfe-8399a2144036%2F7184c25f-c6d0-45d0-b1a2-8149e92059ea.flac,other
scripts/435/hermes-cca%2F2021-03-03%2Ff13b7728-c9c9-4679-9de2-5791bc10474b%2F5c92a5de-e362-42b5-bc40-152ab45ca1e0.flac,cancel
scripts/435/hermes-cca%2F2021-03-03%2F06138727-0cbc-419f-8c89-d04a6999569e%2F63498445-c42f-419f-b1cb-5117db722f3c.flac,noise
scripts/435/hermes-cca%2F2021-03-03%2F3f479ae2-9a44-4a1d-a83e-39e0d6d63a98%2Fab865308-e1d6-4caf-ae33-d3e452b52b7d.flac,other
scripts/435/hermes-cca%2F2021-03-03%2F155cf59b-5a2e-4a2e-96d0-f01f45e061c5%2Fc9d0a00b-42e2-46fb-aa28-8589b027bad5.flac,silent
scripts/435/hermes-cca%2F2021-03-03%2Fa94adb12-cea8-439f-91a2-cde7b5fae8ac%2F75ba8aad-2710-4cf7-865b-fdba36163d53.flac,other
scripts/435/hermes-cca%2F2021-03-03%2F83fa37a0-87f8-4f54-acf6-12d9cdd409f3%2Faa4df033-c27f-45f5-8d21-19c3587be3dd.flac,other
scripts/435/hermes-cca%2F2021-03-03%2F97faf9a1-adfe-4507-8f45-ce149be8af7d%2Fa5bedb02-900c-4d93-94ba-5c94cd07d323.flac,silent
scripts/435/hermes-cca%2F2021-03-03%2F399711c2-fad9-40db-badf-685ebdfa08ea%2F77eabacc-18ef-47c8-b6cd-dca2324a881e.flac,other
scripts/435/hermes-cca%2F2021-03-03%2F06552712-e52b-4f26-a6a2-7c4fd9fca682%2F4490f921-9b2f-4f7c-9b50-bc1762139065.flac,silent
scripts/435/hermes-cca%2F2021-03-03%2F91ae0482-95e4-49c6-b7fb-1266e549aa73%2F60ad9be7-a538-40a2-ac00-55eb28aa445b.flac,confirm
scripts/435/hermes-cca%2F2021-03-03%2Fac150b8e-671a-49a4-94e2-0f87e369ea06%2F148fff0a-19da-4f65-8b69-5bfa95853611.flac,silent
scripts/435/hermes-cca%2F2021-03-03%2F6d94dc32-0336-4fb3-8b2b-0e746e845369%2Ff1c08df0-6744-4b13-bcbc-20bd79cb8537.flac,confirm
scripts/435/hermes-cca%2F2021-03-03%2Fddadb53b-9eac-4f67-96a9-9b3be4131330%2F774c9418-8a73-4525-8339-78edd575c30a.flac,other
scripts/435/hermes-cca%2F2021-03-03%2Ffb0d2e3e-2e3b-4e51-ba5f-537fae430b0e%2F16dbd6f3-1762-4369-a595-8e8db849a1c1.flac,other
scripts/435/hermes-cca%2F2021-03-03%2F3f5464bc-dbdc-42a8-9122-efc5c5e66e61%2F7a69f696-cb92-4a87-a461-fe7f33b917ae.flac,other
scripts/435/hermes-cca%2F2021-03-03%2F3354321f-1a84-43a1-8212-5522b059f541%2F8435a00d-0778-456b-90c2-9431e7938741.flac,other
scripts/435/hermes-cca%2F2021-03-03%2F877c1061-1080-4c5b-a7b1-d0c6fccaf491%2Fc3334bb4-63a8-42d0-872c-39caa9f2a4bf.flac,confirm
scripts/435/hermes-cca%2F2021-03-03%2F79bcc116-4ba2-4c36-9aa6-a5782becee29%2F26db73f5-7f44-48c6-99ac-78b5797b1da5.flac,confirm
scripts/435/hermes-cca%2F2021-03-04%2F2cb429c5-1496-4fef-b164-83ef89ba9efa%2Fe11fc1f6-1155-4796-8e7b-58cb761703ed.flac,silent
scripts/435/hermes-cca%2F2021-03-04%2Fe57f4df9-2618-4207-b89f-ece8ecf6973b%2F5bed2770-7fa0-4c02-9ee1-727d16529f1c.flac,confirm
scripts/435/hermes-cca%2F2021-03-03%2F8436710d-1206-4863-a435-8b7343c5deee%2F3d2e07c1-cb78-45a3-8f3b-5d3642590514.flac,other
scripts/435/hermes-cca%2F2021-03-03%2Fa7e8e6a6-0a87-4681-89ff-d63ee3da19b9%2Fbdb85a10-da13-40f0-8858-ce07be0c4e75.flac,other
scripts/435/hermes-cca%2F2021-03-03%2Fdacb584b-1682-4e92-a4a0-48233bb01a4f%2Fb36aff36-c365-4ad9-bad5-07dcd8199432.flac,confirm
scripts/435/hermes-cca%2F2021-03-03%2F33d6bd11-cb8b-436b-bfd4-9ad17b16c7bf%2F43136c34-73bd-40f8-9359-2b46017c262f.flac,other
scripts/435/hermes-cca%2F2021-03-04%2Fbdd1546a-ece6-4384-9c91-cadef1679119%2F40e319a3-c80f-4304-846a-f79b1d41e555.flac,other
scripts/435/hermes-cca%2F2021-03-04%2F9b96448c-bcfa-4f60-af50-56cf586df10d%2F5cce7257-f0dd-426c-b857-3bec7f681abb.flac,confirm
scripts/435/hermes-cca%2F2021-03-03%2F9e88f594-c3fe-4920-86f8-ed23f7ec3fa4%2F29c14911-afa6-4edc-943e-b0e3bfd381e6.flac,other
scripts/435/hermes-cca%2F2021-03-03%2F4b7d20ea-5354-4e26-a470-70233397a1f4%2Fb1d016fb-4d66-4e83-9200-7e0386d77e84.flac,silent
scripts/435/hermes-cca%2F2021-03-03%2F3354321f-1a84-43a1-8212-5522b059f541%2Fea5ca50d-1bf3-4ec9-a01b-496a1186af79.flac,other
scripts/435/hermes-cca%2F2021-03-04%2F415c9ad8-9f37-4047-9f07-046863272c96%2F4a7b6437-a2d8-4ce1-a801-4e9963bc3e58.flac,confirm
scripts/435/hermes-cca%2F2021-03-04%2F33611b89-d8a3-4f05-a3fc-c98e015f63b8%2Fbadc129a-871b-4ba6-8f26-c1dd68177788.flac,silent
scripts/435/hermes-cca%2F2021-03-04%2Fe26924ec-70a2-4808-b9be-da389f054ac5%2F3f7dc495-0f7d-40c2-bfa9-206a279e2921.flac,confirm
scripts/435/hermes-cca%2F2021-03-03%2Ffe52891a-aa04-48e7-b66d-1fb5c8c04db6%2F4a01e73a-c006-4b53-846b-1fd4890b0d3a.flac,silent
scripts/435/hermes-cca%2F2021-03-03%2F0173afe1-fe55-41c6-afda-39f677547382%2Fea658bd4-cf01-46a7-869d-37c5a07c8591.flac,confirm
scripts/435/hermes-cca%2F2021-03-03%2F1e0c4647-9322-415c-b308-e7fb818beab8%2F1d5e9be3-e5bf-4a70-a86e-0dcb94999441.flac,other
scripts/435/hermes-cca%2F2021-03-04%2F21836e1f-4776-497c-916d-f7cfaac73db0%2F5c5f2bb7-c7ed-4f9f-b85a-6519596d1302.flac,other
scripts/435/hermes-cca%2F2021-03-03%2Fa2b0d895-9f48-47fd-9a40-d3098f19cd8d%2F1ad97266-18e5-4a53-9d80-3b55d15c4ccc.flac,confirm
scripts/435/hermes-cca%2F2021-03-03%2F87cf7efa-946b-4b8d-86be-1212f0fdae64%2Fe92a6769-1b61-4b52-ab0a-8f64628cbd93.flac,other
scripts/435/hermes-cca%2F2021-03-03%2Ffa9cd581-e10b-42b0-8468-4a99272f4db5%2F8ac9f33c-88fe-4eaf-b1ae-45f9286dfd6f.flac,confirm
scripts/435/hermes-cca%2F2021-03-03%2F80333c2c-e596-4eae-91dc-e5671cf59884%2F9f9fc587-2e50-4bc5-a2f8-4b721ca7ffba.flac,silent
scripts/435/hermes-cca%2F2021-03-03%2F50c36b86-549f-403b-a81a-80f1f666f2b2%2F0cc66775-6928-4c44-9766-d86dcae1d3e3.flac,other
scripts/435/hermes-cca%2F2021-03-03%2Fca9b671c-5ac3-40a6-8dc6-9a3fb5899d30%2F4c76bb7a-6e8d-486a-8aa0-7a3d6fe0917f.flac,confirm
scripts/435/hermes-cca%2F2021-03-03%2Fb70e1c57-38e0-4f67-a93d-85edb06933ed%2Fd366c5bc-7a0a-40f5-87f6-d8bbd79ec361.flac,silent
scripts/435/hermes-cca%2F2021-03-03%2Fa785b955-78eb-47a2-8a6f-659cebd4c71a%2Fc2f9a051-982f-45bb-89b6-47853a8cb6a4.flac,other
scripts/435/hermes-cca%2F2021-03-03%2Fd50de35b-1b92-4c23-9ac7-106a166e0c5f%2F5cef08fb-0bb8-4fb2-b11e-5c9ef026672d.flac,other
scripts/435/hermes-cca%2F2021-03-03%2F8afb971a-8c53-4130-8484-9b2984b2af08%2F2cf2461a-cf7f-4c28-a0c3-07aa7a32dc75.flac,other
scripts/435/hermes-cca%2F2021-03-03%2F8afb971a-8c53-4130-8484-9b2984b2af08%2F7bf17181-08f1-47ba-b70a-b7c2760e72a5.flac,other
scripts/435/hermes-cca%2F2021-03-03%2F94abb94a-7f68-471d-a5a2-7d1dfef143c5%2Fb1f9eb34-1d98-453d-a8fc-b5e7ac859dff.flac,noise
scripts/435/hermes-cca%2F2021-03-03%2F78ca8857-18c2-4efd-a16a-ecd77cd836b2%2Fd85d5849-c961-4051-95e9-214f53525efd.flac,silent
scripts/435/hermes-cca%2F2021-03-03%2F6702a100-7a95-4559-afbc-14fb277e9bdc%2Fd127470e-a861-4293-860f-0280db39b3c1.flac,other
scripts/435/hermes-cca%2F2021-03-03%2Fd236fed9-ea68-4576-8467-86fee60afe2c%2F2aaf5848-8efb-42c3-8f5c-e9b75ee07462.flac,other
scripts/435/hermes-cca%2F2021-03-03%2Fb2c7f0ec-e1fe-4c9b-a9a3-becd3c7737ec%2F08fe52e2-7a08-44e9-a59f-cdbcfefdfcaa.flac,silent
scripts/435/hermes-cca%2F2021-03-03%2Ff13b7728-c9c9-4679-9de2-5791bc10474b%2F90cc1581-eb59-4235-b177-b89e44b7e166.flac,other
scripts/435/hermes-cca%2F2021-03-03%2F6e705513-800d-456d-824e-0784d5a320ea%2Fb4b7ecdd-a7b5-4a81-9595-6512f8ed2ec5.flac,other
scripts/435/hermes-cca%2F2021-03-03%2F277f37e6-2324-4257-8cb1-a3087157e062%2F8c6c504e-d51c-41c6-9439-fa5e1fc1ec3b.flac,other
scripts/435/hermes-cca%2F2021-03-03%2Fadccca08-62d8-469c-8ef9-8d03993ea6be%2F59cf8007-f47e-4fdf-aa80-4e7e20e1a4bd.flac,other
scripts/435/hermes-cca%2F2021-03-03%2Fa8af9910-022c-4c91-a247-6ce29fe80a76%2Fcb9ced93-34c7-4243-a40b-84b873367826.flac,silent
scripts/435/hermes-cca%2F2021-03-03%2Fb4904f25-44cd-4768-b63f-9189f3eee592%2Fcb9d7432-f641-48b1-8f0e-03e048cffefe.flac,silent
scripts/435/hermes-cca%2F2021-03-04%2F61fc514d-b7c9-48ac-8638-fda976a2259f%2Faf1b7abc-546e-46d8-90af-48008e2b7a18.flac,confirm
scripts/435/hermes-cca%2F2021-03-04%2Fd85076d5-6ef0-416f-b3e4-6516365607ee%2Fa35e1d54-1cd0-486c-8de8-b6903f1cbece.flac,other
scripts/435/hermes-cca%2F2021-03-04%2F8089aa36-b7e1-4745-879d-475b6d2ab49d%2Faf3bf4ff-bc3c-45b0-b143-47709e675b51.flac,other
scripts/435/hermes-cca%2F2021-03-04%2F0eb46d50-6b55-4e8a-86d6-1c3e109efb1b%2F93d18671-271f-4d4a-9fd9-44e4cf0293ba.flac,cancel
scripts/435/hermes-cca%2F2021-03-04%2F4a38a785-c85f-4304-ab4b-76945944b795%2Fa68daefa-f69d-4fae-8f83-48fdf93fc18b.flac,confirm
scripts/435/hermes-cca%2F2021-03-04%2F58550635-e1d2-4f4b-9273-54c9e09ec876%2Ffcb91f5e-64de-4947-81d3-89ac0b97654d.flac,cancel
scripts/435/hermes-cca%2F2021-03-04%2F9974be47-17cf-4316-9824-3f19eaf29a54%2Fcd4414d1-b00d-4cc7-a187-f3784ca9bf76.flac,silent
scripts/435/hermes-cca%2F2021-03-04%2F300b62a3-c22b-48df-9ad9-92104c5946f7%2Fb5359dc8-574c-41ae-94c1-84dd1d64d2fe.flac,other
scripts/435/hermes-cca%2F2021-03-04%2Ff84d9235-41f8-4ad2-a7a7-1261e431109f%2Ff2f7a0e6-800f-4c65-992a-c924c100f6a1.flac,confirm
scripts/435/hermes-cca%2F2021-03-04%2F83faa817-2cf7-4269-b0d5-6516d54bea28%2Fdddf9ce0-e06a-4d62-8da2-10ace0962c21.flac,silent
scripts/435/hermes-cca%2F2021-03-04%2F322ac098-bb50-4f96-b404-c26c6b53f3b7%2F67f8db38-7c42-466c-88ec-3ca9248e7085.flac,confirm
scripts/435/hermes-cca%2F2021-03-04%2F117de4f0-e52a-4cad-ae62-113dcfcc6f90%2F1305210c-33e0-41a5-bf56-628d6fae21ea.flac,confirm
scripts/435/hermes-cca%2F2021-03-04%2F0a296511-7451-43b7-8583-cc417c410062%2Fbed649b4-6c43-4a78-9c2f-c37107471a32.flac,confirm
scripts/435/hermes-cca%2F2021-03-04%2Fef9ba43a-52bf-4023-8a21-9ff2d745d222%2F0338e70c-076b-4153-9fd1-c28f144e0ea6.flac,silent
scripts/435/hermes-cca%2F2021-03-04%2F3f9469aa-9065-4f37-bc04-2b9af96d8a12%2F39a14f16-ef14-437d-bf65-b21e4a99e6bc.flac,cancel
scripts/435/hermes-cca%2F2021-03-04%2Fe44bc69f-5bbb-41b9-a4c4-1c42629bd8ee%2Ff1da8b4a-b7af-43ed-b8ec-f895f741cd48.flac,silent
scripts/435/hermes-cca%2F2021-03-04%2Fa8cc4635-533a-4791-b00b-5fb171cff82b%2F5be2b969-94cf-443d-958f-051573b8ab6e.flac,other
scripts/435/hermes-cca%2F2021-03-04%2F48c5d9b2-6fd7-4828-8c87-334a2988d843%2F3d6df8d1-3cef-4326-bb57-fcaf4d587a96.flac,silent
scripts/435/hermes-cca%2F2021-03-04%2F9e729de3-7ea3-42a2-a283-e08d37b688a8%2F15666ad6-27a8-4399-8fc6-f256e3b1aa22.flac,other
scripts/435/hermes-cca%2F2021-03-04%2F9974be47-17cf-4316-9824-3f19eaf29a54%2Ffbde2750-ed8e-4d51-9014-5bba08206a3e.flac,cancel
scripts/435/hermes-cca%2F2021-03-04%2Fd5429341-2811-405e-9691-bac64ddd54af%2F7bf02a2a-39e5-49c3-bba5-a06f7b3e6769.flac,silent
scripts/435/hermes-cca%2F2021-03-04%2F905c2bf9-4989-46c9-93ea-bd4715b3723f%2F3c37b1d8-0f24-4f63-83a6-18bb942443cb.flac,confirm
scripts/435/hermes-cca%2F2021-03-04%2F352a2a11-e375-452a-bcf8-595dbb6e09c2%2F8befc1ec-d698-4967-8053-0c9bf5e06faf.flac,confirm
scripts/435/hermes-cca%2F2021-03-04%2F286a2cf2-35a9-4218-9054-0c01c8ed2880%2F05883759-eb8e-4656-8e64-7b7d0cf0c21a.flac,other
scripts/435/hermes-cca%2F2021-03-04%2Fefe53feb-939d-482a-9c8a-61f034ce2a2f%2Fe4377de3-c420-4809-9773-055ac2bf3c36.flac,confirm
scripts/435/hermes-cca%2F2021-03-04%2F3d622f35-cfb3-428f-9cdf-d92b78cb558a%2Fb5454d42-498d-47ed-b119-35ace4298af9.flac,confirm
scripts/435/hermes-cca%2F2021-03-04%2Fd9e66999-0ab1-4b77-a809-83a21fbc8df2%2Fec7280ef-ecb6-4ae1-9bc6-b70f2bc9ea55.flac,confirm
scripts/435/hermes-cca%2F2021-03-04%2Fbed6b3b2-de85-405f-8dc5-6a8f1210fb92%2Fde290c73-d8bd-4f8a-ac9d-54b13ad28d83.flac,other
scripts/435/hermes-cca%2F2021-03-04%2F83599f9c-9cfd-42cf-a279-5b95ed0aa058%2F75f700fe-548a-45d2-89a2-9fa1be2748fc.flac,confirm
scripts/435/hermes-cca%2F2021-03-04%2F6386c725-5cf3-4a95-a8fd-991c8d4f319e%2Fedfea262-3050-4ba6-b30a-e6b8dbb3dd9e.flac,confirm
scripts/435/hermes-cca%2F2021-03-04%2F2c325a7a-79df-4f05-8212-ca896e793a5d%2F57ac7142-46e3-4b95-b349-208da570ffdc.flac,confirm
scripts/435/hermes-cca%2F2021-03-04%2Fafea9a7c-8fde-42fd-8ef7-a2440dad8042%2F27fbf289-7729-4322-b5e9-5415190dd215.flac,other
scripts/435/hermes-cca%2F2021-03-04%2Feb37630d-1f5b-4125-ac18-370002ae1392%2F98f42ce0-bdd9-4f68-8a41-fe7b5833ae91.flac,confirm
scripts/435/hermes-cca%2F2021-03-04%2F77037539-86ef-4a90-b897-13cbf5fee68a%2F7465a703-1c54-4580-951f-0a32c134ebb5.flac,other
scripts/435/hermes-cca%2F2021-03-04%2F29495942-9f5a-4a88-9e02-a5c4228a73a8%2F6e601ba0-a4fc-4593-b2c0-05762c81bb79.flac,other
scripts/435/hermes-cca%2F2021-03-04%2Fe06c0822-2f67-4818-9632-274a64898641%2Fb4351ad6-57f7-42af-a4b4-872b77a209d6.flac,other
scripts/435/hermes-cca%2F2021-03-04%2Fd9cb41b8-334d-44b7-b434-2b3e19cabd42%2Ff0f1f62d-38f3-447d-be53-20c958c9021f.flac,other
scripts/435/hermes-cca%2F2021-03-04%2Ff84d9235-41f8-4ad2-a7a7-1261e431109f%2Fe5cb18a8-ea48-4364-9cde-f8de0beac2aa.flac,confirm
scripts/435/hermes-cca%2F2021-03-04%2Fead74d26-3e9e-411f-88f2-e220725c007d%2Ff6faef2c-8cd4-4967-8c20-d2ef91cbf2fc.flac,silent
scripts/435/hermes-cca%2F2021-03-04%2F6d3b56b2-eb5f-4e15-bb8b-a2ea105be933%2F44df3657-a55c-4346-ae98-fd0cfd5b0e10.flac,cancel
scripts/435/hermes-cca%2F2021-03-04%2F06b30a2b-536a-4938-92ae-891a75c53515%2Ff66b8d14-a527-4264-aea7-9d7b0351369b.flac,other
scripts/435/hermes-cca%2F2021-03-04%2Fb5961128-8b83-4e73-9d2b-14dbb119dfdf%2Fcdc6ab4c-1b88-4115-8537-ec44f7b27cc1.flac,other
scripts/435/hermes-cca%2F2021-03-04%2F0b3ea854-5373-496b-81ce-936e0d417b37%2Ff1c0178a-10a7-4914-9bb7-ed77692d44c4.flac,confirm
scripts/435/hermes-cca%2F2021-03-04%2Fd54a9f24-b65a-465d-a905-6aa5fbefe801%2F51b8aeae-fdec-49c0-8347-bed2e9c7c901.flac,silent
scripts/435/hermes-cca%2F2021-03-03%2Feb726839-2464-4b52-b6d4-ab47b39f00f6%2Fa2a26cd5-8c87-48b0-8565-255908bc5671.flac,silent
scripts/435/hermes-cca%2F2021-03-03%2F6a37c7db-745c-4861-ba6c-8bc931ce07e7%2F055d6461-beaa-4fa6-bd2c-dfe76177d0a3.flac,noise
scripts/435/hermes-cca%2F2021-03-03%2F918d3e3a-2cd0-42c5-8ddb-f48dd66e9a0d%2F77efecd0-e17d-4894-b91c-fb4e57c76c44.flac,silent
scripts/435/hermes-cca%2F2021-03-03%2F19730ad7-d176-4d6d-b5c0-e8b0555a65ef%2F02f92c87-4731-4808-a84d-2d3a45125bfa.flac,other
scripts/435/hermes-cca%2F2021-03-03%2Fd158c520-84ff-4877-b164-787fbabdb80f%2Fc333d6b3-3d16-43b1-8ba8-48fd5db9372c.flac,other
scripts/435/hermes-cca%2F2021-03-04%2Fe83f2d65-0bed-4075-9222-16ae9381179b%2F3a3b6874-164d-401b-b98d-aad18edb0dee.flac,other
